date,compute_type,customer_segment,compute_hours
2023-08-08,GPU Training,Startup,1591
2023-08-08,GPU Training,Research/Academic,3145
2023-08-08,GPU Inference,Enterprise,7529
2023-08-08,GPU Inference,Mid-Market,3641
2023-08-08,GPU Inference,Startup,2052
2023-08-08,GPU Inference,Research/Academic,1050
2023-08-08,CPU Batch,Enterprise,5962
2023-08-08,CPU Batch,Mid-Market,2955
2023-08-08,CPU Batch,Startup,723
2023-08-08,CPU Batch,Research/Academic,1616
2023-08-08,CPU Interactive,Enterprise,3924
2023-08-08,CPU Interactive,Mid-Market,2011
2023-08-08,CPU Interactive,Startup,1252
2023-08-08,CPU Interactive,Research/Academic,2351
2023-08-09,GPU Training,Enterprise,12575
2023-08-09,GPU Training,Mid-Market,4493
2023-08-09,GPU Training,Startup,1798
2023-08-09,GPU Training,Research/Academic,3606
2023-08-09,GPU Inference,Enterprise,7872
2023-08-09,GPU Inference,Mid-Market,3070
2023-08-09,GPU Inference,Startup,2827
2023-08-09,GPU Inference,Research/Academic,1468
2023-08-09,CPU Batch,Enterprise,5865
2023-08-09,CPU Batch,Mid-Market,2611
2023-08-09,CPU Batch,Startup,772
2023-08-09,CPU Batch,Research/Academic,1446
2023-08-09,CPU Interactive,Enterprise,4112
2023-08-09,CPU Interactive,Mid-Market,1926
2023-08-09,CPU Interactive,Startup,1349
2023-08-09,CPU Interactive,Research/Academic,2673
2023-08-10,GPU Training,Enterprise,11632
2023-08-10,GPU Training,Mid-Market,4902
2023-08-10,GPU Training,Startup,2419
2023-08-10,GPU Training,Research/Academic,3280
2023-08-10,GPU Inference,Enterprise,8105
2023-08-10,GPU Inference,Mid-Market,3604
2023-08-10,GPU Inference,Startup,2513
2023-08-10,GPU Inference,Research/Academic,1043
2023-08-10,CPU Batch,Enterprise,6002
2023-08-10,CPU Batch,Mid-Market,2910
2023-08-10,CPU Batch,Startup,1001
2023-08-10,CPU Batch,Research/Academic,1460
2023-08-10,CPU Interactive,Enterprise,4550
2023-08-10,CPU Interactive,Mid-Market,1979
2023-08-10,CPU Interactive,Startup,1387
2023-08-10,CPU Interactive,Research/Academic,2700
2023-08-11,GPU Training,Enterprise,11392
2023-08-11,GPU Training,Mid-Market,4515
2023-08-11,GPU Training,Startup,2090
2023-08-11,GPU Training,Research/Academic,3010
2023-08-11,GPU Inference,Enterprise,7331
2023-08-11,GPU Inference,Mid-Market,3472
2023-08-11,GPU Inference,Startup,2002
2023-08-11,GPU Inference,Research/Academic,1112
2023-08-11,CPU Batch,Enterprise,5780
2023-08-11,CPU Batch,Mid-Market,2582
2023-08-11,CPU Batch,Startup,642
2023-08-11,CPU Batch,Research/Academic,1496
2023-08-11,CPU Interactive,Enterprise,3807
2023-08-11,CPU Interactive,Mid-Market,1633
2023-08-11,CPU Interactive,Startup,1298
2023-08-11,CPU Interactive,Research/Academic,2456
2023-08-12,GPU Training,Enterprise,8740
2023-08-12,GPU Training,Mid-Market,3101
2023-08-12,GPU Training,Startup,1524
2023-08-12,GPU Training,Research/Academic,2420
2023-08-12,GPU Inference,Enterprise,6038
2023-08-12,GPU Inference,Mid-Market,2506
2023-08-12,GPU Inference,Startup,1637
2023-08-12,GPU Inference,Research/Academic,789
2023-08-12,CPU Batch,Enterprise,3995
2023-08-12,CPU Batch,Mid-Market,2027
2023-08-12,CPU Batch,Startup,604
2023-08-12,CPU Batch,Research/Academic,920
2023-08-12,CPU Interactive,Enterprise,2111
2023-08-12,CPU Interactive,Mid-Market,1044
2023-08-12,CPU Interactive,Startup,718
2023-08-12,CPU Interactive,Research/Academic,1497
2023-08-13,GPU Training,Enterprise,8283
2023-08-13,GPU Training,Mid-Market,3098
2023-08-13,GPU Training,Startup,1344
2023-08-13,GPU Training,Research/Academic,2164
2023-08-13,GPU Inference,Enterprise,5153
2023-08-13,GPU Inference,Mid-Market,1879
2023-08-13,GPU Inference,Startup,1280
2023-08-13,GPU Inference,Research/Academic,678
2023-08-13,CPU Batch,Enterprise,3022
2023-08-13,CPU Batch,Mid-Market,1555
2023-08-13,CPU Batch,Startup,400
2023-08-13,CPU Batch,Research/Academic,809
2023-08-13,CPU Interactive,Enterprise,1937
2023-08-13,CPU Interactive,Mid-Market,915
2023-08-13,CPU Interactive,Startup,498
2023-08-13,CPU Interactive,Research/Academic,1140
2023-08-14,GPU Training,Enterprise,11739
2023-08-14,GPU Training,Mid-Market,3978
2023-08-14,GPU Training,Startup,1549
2023-08-14,GPU Training,Research/Academic,3078
2023-08-14,GPU Inference,Enterprise,7573
2023-08-14,GPU Inference,Mid-Market,3547
2023-08-14,GPU Inference,Startup,2174
2023-08-14,GPU Inference,Research/Academic,1175
2023-08-14,CPU Batch,Enterprise,5409
2023-08-14,CPU Batch,Mid-Market,2827
2023-08-14,CPU Batch,Startup,740
2023-08-14,CPU Batch,Research/Academic,1269
2023-08-14,CPU Interactive,Enterprise,3483
2023-08-14,CPU Interactive,Mid-Market,1955
2023-08-14,CPU Interactive,Startup,1081
2023-08-14,CPU Interactive,Research/Academic,2110
2023-08-15,GPU Training,Enterprise,11783
2023-08-15,GPU Training,Mid-Market,4843
2023-08-15,GPU Training,Startup,1381
2023-08-15,GPU Training,Research/Academic,2743
2023-08-15,GPU Inference,Enterprise,7740
2023-08-15,GPU Inference,Mid-Market,3948
2023-08-15,GPU Inference,Startup,2370
2023-08-15,GPU Inference,Research/Academic,1241
2023-08-15,CPU Batch,Enterprise,5546
2023-08-15,CPU Batch,Mid-Market,2694
2023-08-15,CPU Batch,Startup,825
2023-08-15,CPU Batch,Research/Academic,1446
2023-08-15,CPU Interactive,Enterprise,4094
2023-08-15,CPU Interactive,Mid-Market,1987
2023-08-15,CPU Interactive,Startup,1260
2023-08-15,CPU Interactive,Research/Academic,2505
2023-08-16,GPU Training,Enterprise,12792
2023-08-16,GPU Training,Mid-Market,4966
2023-08-16,GPU Training,Startup,1568
2023-08-16,GPU Training,Research/Academic,2707
2023-08-16,GPU Inference,Enterprise,8608
2023-08-16,GPU Inference,Mid-Market,3989
2023-08-16,GPU Inference,Startup,2089
2023-08-16,GPU Inference,Research/Academic,1035
2023-08-16,CPU Batch,Enterprise,5996
2023-08-16,CPU Batch,Mid-Market,3199
2023-08-16,CPU Batch,Startup,998
2023-08-16,CPU Batch,Research/Academic,1543
2023-08-16,CPU Interactive,Enterprise,4094
2023-08-16,CPU Interactive,Mid-Market,1963
2023-08-16,CPU Interactive,Startup,1267
2023-08-16,CPU Interactive,Research/Academic,2505
2023-08-17,GPU Training,Enterprise,11915
2023-08-17,GPU Training,Mid-Market,5422
2023-08-17,GPU Training,Startup,2363
2023-08-17,GPU Training,Research/Academic,3549
2023-08-17,GPU Inference,Enterprise,7980
2023-08-17,GPU Inference,Mid-Market,3903
2023-08-17,GPU Inference,Startup,2554
2023-08-17,GPU Inference,Research/Academic,1245
2023-08-17,CPU Batch,Enterprise,6281
2023-08-17,CPU Batch,Mid-Market,3135
2023-08-17,CPU Batch,Startup,879
2023-08-17,CPU Batch,Research/Academic,1558
2023-08-17,CPU Interactive,Enterprise,4327
2023-08-17,CPU Interactive,Mid-Market,1895
2023-08-17,CPU Interactive,Startup,1313
2023-08-17,CPU Interactive,Research/Academic,2520
2023-08-18,GPU Training,Enterprise,11261
2023-08-18,GPU Training,Mid-Market,5048
2023-08-18,GPU Training,Startup,2243
2023-08-18,GPU Training,Research/Academic,3449
2023-08-18,GPU Inference,Enterprise,7985
2023-08-18,GPU Inference,Mid-Market,3859
2023-08-18,GPU Inference,Startup,2264
2023-08-18,GPU Inference,Research/Academic,1165
2023-08-18,CPU Batch,Enterprise,5561
2023-08-18,CPU Batch,Mid-Market,2999
2023-08-18,CPU Batch,Startup,788
2023-08-18,CPU Batch,Research/Academic,1298
2023-08-18,CPU Interactive,Enterprise,3891
2023-08-18,CPU Interactive,Mid-Market,1950
2023-08-18,CPU Interactive,Startup,1473
2023-08-18,CPU Interactive,Research/Academic,2584
2023-08-19,GPU Training,Enterprise,9041
2023-08-19,GPU Training,Mid-Market,3482
2023-08-19,GPU Training,Startup,1398
2023-08-19,GPU Training,Research/Academic,2320
2023-08-19,GPU Inference,Enterprise,5297
2023-08-19,GPU Inference,Mid-Market,2432
2023-08-19,GPU Inference,Startup,1448
2023-08-19,GPU Inference,Research/Academic,725
2023-08-19,CPU Batch,Enterprise,3954
2023-08-19,CPU Batch,Mid-Market,1999
2023-08-19,CPU Batch,Startup,421
2023-08-19,CPU Batch,Research/Academic,951
2023-08-19,CPU Interactive,Enterprise,2242
2023-08-19,CPU Interactive,Mid-Market,1167
2023-08-19,CPU Interactive,Startup,742
2023-08-19,CPU Interactive,Research/Academic,1333
2023-08-20,GPU Training,Enterprise,8196
2023-08-20,GPU Training,Mid-Market,2977
2023-08-20,GPU Training,Startup,1360
2023-08-20,GPU Training,Research/Academic,2279
2023-08-20,GPU Inference,Enterprise,5263
2023-08-20,GPU Inference,Mid-Market,2400
2023-08-20,GPU Inference,Startup,1409
2023-08-20,GPU Inference,Research/Academic,655
2023-08-20,CPU Batch,Enterprise,3280
2023-08-20,CPU Batch,Mid-Market,1693
2023-08-20,CPU Batch,Startup,437
2023-08-20,CPU Batch,Research/Academic,786
2023-08-20,CPU Interactive,Enterprise,1877
2023-08-20,CPU Interactive,Mid-Market,902
2023-08-20,CPU Interactive,Startup,525
2023-08-20,CPU Interactive,Research/Academic,1175
2023-08-21,GPU Training,Enterprise,11131
2023-08-21,GPU Training,Mid-Market,4359
2023-08-21,GPU Training,Startup,1800
2023-08-21,GPU Training,Research/Academic,2692
2023-08-21,GPU Inference,Enterprise,7553
2023-08-21,GPU Inference,Mid-Market,3786
2023-08-21,GPU Inference,Startup,1920
2023-08-21,GPU Inference,Research/Academic,941
2023-08-21,CPU Batch,Enterprise,5243
2023-08-21,CPU Batch,Mid-Market,2842
2023-08-21,CPU Batch,Startup,764
2023-08-21,CPU Batch,Research/Academic,1386
2023-08-21,CPU Interactive,Enterprise,3903
2023-08-21,CPU Interactive,Mid-Market,1551
2023-08-21,CPU Interactive,Startup,1189
2023-08-21,CPU Interactive,Research/Academic,2597
2023-08-22,GPU Training,Enterprise,11361
2023-08-22,GPU Training,Mid-Market,4386
2023-08-22,GPU Training,Startup,1673
2023-08-22,GPU Training,Research/Academic,2883
2023-08-22,GPU Inference,Enterprise,7988
2023-08-22,GPU Inference,Mid-Market,3978
2023-08-22,GPU Inference,Startup,2895
2023-08-22,GPU Inference,Research/Academic,1139
2023-08-22,CPU Batch,Enterprise,6277
2023-08-22,CPU Batch,Mid-Market,2928
2023-08-22,CPU Batch,Startup,968
2023-08-22,CPU Batch,Research/Academic,1430
2023-08-22,CPU Interactive,Enterprise,4038
2023-08-22,CPU Interactive,Mid-Market,2074
2023-08-22,CPU Interactive,Startup,1794
2023-08-22,CPU Interactive,Research/Academic,2650
2023-08-23,GPU Training,Enterprise,12112
2023-08-23,GPU Training,Mid-Market,5054
2023-08-23,GPU Training,Startup,1839
2023-08-23,GPU Training,Research/Academic,3120
2023-08-23,GPU Inference,Enterprise,8642
2023-08-23,GPU Inference,Mid-Market,3716
2023-08-23,GPU Inference,Startup,2474
2023-08-23,GPU Inference,Research/Academic,1205
2023-08-23,CPU Batch,Enterprise,6065
2023-08-23,CPU Batch,Mid-Market,3096
2023-08-23,CPU Batch,Startup,640
2023-08-23,CPU Batch,Research/Academic,1563
2023-08-23,CPU Interactive,Enterprise,4007
2023-08-23,CPU Interactive,Mid-Market,1896
2023-08-23,CPU Interactive,Startup,1262
2023-08-23,CPU Interactive,Research/Academic,2585
2023-08-24,GPU Training,Enterprise,12127
2023-08-24,GPU Training,Mid-Market,5010
2023-08-24,GPU Training,Startup,1637
2023-08-24,GPU Training,Research/Academic,3142
2023-08-24,GPU Inference,Enterprise,8150
2023-08-24,GPU Inference,Mid-Market,3701
2023-08-24,GPU Inference,Startup,2479
2023-08-24,GPU Inference,Research/Academic,1111
2023-08-24,CPU Batch,Enterprise,6162
2023-08-24,CPU Batch,Mid-Market,3019
2023-08-24,CPU Batch,Startup,643
2023-08-24,CPU Batch,Research/Academic,1267
2023-08-24,CPU Interactive,Enterprise,4279
2023-08-24,CPU Interactive,Mid-Market,2122
2023-08-24,CPU Interactive,Startup,1290
2023-08-24,CPU Interactive,Research/Academic,2631
2023-08-25,GPU Training,Enterprise,12018
2023-08-25,GPU Training,Mid-Market,4825
2023-08-25,GPU Training,Startup,1609
2023-08-25,GPU Training,Research/Academic,2822
2023-08-25,GPU Inference,Enterprise,7625
2023-08-25,GPU Inference,Mid-Market,3618
2023-08-25,GPU Inference,Startup,2660
2023-08-25,GPU Inference,Research/Academic,1110
2023-08-25,CPU Batch,Enterprise,5267
2023-08-25,CPU Batch,Mid-Market,2595
2023-08-25,CPU Batch,Startup,711
2023-08-25,CPU Batch,Research/Academic,1378
2023-08-25,CPU Interactive,Enterprise,3847
2023-08-25,CPU Interactive,Mid-Market,1974
2023-08-25,CPU Interactive,Startup,1150
2023-08-25,CPU Interactive,Research/Academic,2619
2023-08-26,GPU Training,Enterprise,8838
2023-08-26,GPU Training,Mid-Market,3242
2023-08-26,GPU Training,Startup,1485
2023-08-26,GPU Training,Research/Academic,2089
2023-08-26,GPU Inference,Enterprise,5662
2023-08-26,GPU Inference,Mid-Market,2500
2023-08-26,GPU Inference,Startup,1576
2023-08-26,GPU Inference,Research/Academic,913
2023-08-26,CPU Batch,Enterprise,3787
2023-08-26,CPU Batch,Mid-Market,2252
2023-08-26,CPU Batch,Startup,510
2023-08-26,CPU Batch,Research/Academic,867
2023-08-26,CPU Interactive,Enterprise,2167
2023-08-26,CPU Interactive,Mid-Market,1009
2023-08-26,CPU Interactive,Startup,603
2023-08-26,CPU Interactive,Research/Academic,1373
2023-08-27,GPU Training,Enterprise,8710
2023-08-27,GPU Training,Mid-Market,3094
2023-08-27,GPU Training,Startup,1482
2023-08-27,GPU Training,Research/Academic,2430
2023-08-27,GPU Inference,Enterprise,5336
2023-08-27,GPU Inference,Mid-Market,2329
2023-08-27,GPU Inference,Startup,1709
2023-08-27,GPU Inference,Research/Academic,624
2023-08-27,CPU Batch,Enterprise,3286
2023-08-27,CPU Batch,Mid-Market,1573
2023-08-27,CPU Batch,Startup,456
2023-08-27,CPU Batch,Research/Academic,787
2023-08-27,CPU Interactive,Enterprise,1851
2023-08-27,CPU Interactive,Mid-Market,1070
2023-08-27,CPU Interactive,Startup,558
2023-08-27,CPU Interactive,Research/Academic,1186
2023-08-28,GPU Training,Enterprise,11261
2023-08-28,GPU Training,Mid-Market,4335
2023-08-28,GPU Training,Startup,1758
2023-08-28,GPU Training,Research/Academic,3062
2023-08-28,GPU Inference,Enterprise,8129
2023-08-28,GPU Inference,Mid-Market,3880
2023-08-28,GPU Inference,Startup,2322
2023-08-28,GPU Inference,Research/Academic,1171
2023-08-28,CPU Batch,Enterprise,5405
2023-08-28,CPU Batch,Mid-Market,2826
2023-08-28,CPU Batch,Startup,855
2023-08-28,CPU Batch,Research/Academic,1501
2023-08-28,CPU Interactive,Enterprise,3761
2023-08-28,CPU Interactive,Mid-Market,1998
2023-08-28,CPU Interactive,Startup,1208
2023-08-28,CPU Interactive,Research/Academic,2526
2023-08-29,GPU Training,Enterprise,12082
2023-08-29,GPU Training,Mid-Market,4420
2023-08-29,GPU Training,Startup,1923
2023-08-29,GPU Training,Research/Academic,2454
2023-08-29,GPU Inference,Enterprise,8282
2023-08-29,GPU Inference,Mid-Market,2816
2023-08-29,GPU Inference,Startup,1914
2023-08-29,GPU Inference,Research/Academic,1217
2023-08-29,CPU Batch,Enterprise,5940
2023-08-29,CPU Batch,Mid-Market,2699
2023-08-29,CPU Batch,Startup,722
2023-08-29,CPU Batch,Research/Academic,1609
2023-08-29,CPU Interactive,Enterprise,3952
2023-08-29,CPU Interactive,Mid-Market,2374
2023-08-29,CPU Interactive,Startup,1231
2023-08-29,CPU Interactive,Research/Academic,2561
2023-08-30,GPU Training,Enterprise,13357
2023-08-30,GPU Training,Mid-Market,4796
2023-08-30,GPU Training,Startup,1718
2023-08-30,GPU Training,Research/Academic,3222
2023-08-30,GPU Inference,Enterprise,8386
2023-08-30,GPU Inference,Mid-Market,3403
2023-08-30,GPU Inference,Startup,2352
2023-08-30,GPU Inference,Research/Academic,1138
2023-08-30,CPU Batch,Enterprise,6222
2023-08-30,CPU Batch,Mid-Market,3020
2023-08-30,CPU Batch,Startup,783
2023-08-30,CPU Batch,Research/Academic,1470
2023-08-30,CPU Interactive,Enterprise,4217
2023-08-30,CPU Interactive,Mid-Market,2198
2023-08-30,CPU Interactive,Startup,1133
2023-08-30,CPU Interactive,Research/Academic,2365
2023-08-31,GPU Training,Enterprise,13095
2023-08-31,GPU Training,Mid-Market,4621
2023-08-31,GPU Training,Startup,1636
2023-08-31,GPU Training,Research/Academic,3369
2023-08-31,GPU Inference,Enterprise,8565
2023-08-31,GPU Inference,Mid-Market,3369
2023-08-31,GPU Inference,Startup,2498
2023-08-31,GPU Inference,Research/Academic,1281
2023-08-31,CPU Batch,Enterprise,6088
2023-08-31,CPU Batch,Mid-Market,3150
2023-08-31,CPU Batch,Startup,684
2023-08-31,CPU Batch,Research/Academic,1523
2023-08-31,CPU Interactive,Enterprise,4242
2023-08-31,CPU Interactive,Mid-Market,2091
2023-08-31,CPU Interactive,Startup,1458
2023-08-31,CPU Interactive,Research/Academic,2972
2023-09-01,GPU Training,Enterprise,14836
2023-09-01,GPU Training,Mid-Market,5749
2023-09-01,GPU Training,Startup,2111
2023-09-01,GPU Training,Research/Academic,3685
2023-09-01,GPU Inference,Enterprise,9550
2023-09-01,GPU Inference,Mid-Market,4167
2023-09-01,GPU Inference,Startup,2721
2023-09-01,GPU Inference,Research/Academic,1420
2023-09-01,CPU Batch,Enterprise,6714
2023-09-01,CPU Batch,Mid-Market,3214
2023-09-01,CPU Batch,Startup,865
2023-09-01,CPU Batch,Research/Academic,1750
2023-09-01,CPU Interactive,Enterprise,4526
2023-09-01,CPU Interactive,Mid-Market,2335
2023-09-01,CPU Interactive,Startup,1500
2023-09-01,CPU Interactive,Research/Academic,2699
2023-09-02,GPU Training,Enterprise,10852
2023-09-02,GPU Training,Mid-Market,4106
2023-09-02,GPU Training,Startup,1407
2023-09-02,GPU Training,Research/Academic,3064
2023-09-02,GPU Inference,Enterprise,6353
2023-09-02,GPU Inference,Mid-Market,2576
2023-09-02,GPU Inference,Startup,1655
2023-09-02,GPU Inference,Research/Academic,857
2023-09-02,CPU Batch,Enterprise,4497
2023-09-02,CPU Batch,Mid-Market,2213
2023-09-02,CPU Batch,Startup,582
2023-09-02,CPU Batch,Research/Academic,1166
2023-09-02,CPU Interactive,Enterprise,2535
2023-09-02,CPU Interactive,Mid-Market,1288
2023-09-02,CPU Interactive,Startup,804
2023-09-02,CPU Interactive,Research/Academic,1614
2023-09-03,GPU Training,Enterprise,9078
2023-09-03,GPU Training,Mid-Market,3657
2023-09-03,GPU Training,Startup,1179
2023-09-03,GPU Training,Research/Academic,2567
2023-09-03,GPU Inference,Enterprise,5857
2023-09-03,GPU Inference,Mid-Market,2814
2023-09-03,GPU Inference,Startup,1957
2023-09-03,GPU Inference,Research/Academic,854
2023-09-03,CPU Batch,Enterprise,3772
2023-09-03,CPU Batch,Mid-Market,2001
2023-09-03,CPU Batch,Startup,488
2023-09-03,CPU Batch,Research/Academic,951
2023-09-03,CPU Interactive,Enterprise,2243
2023-09-03,CPU Interactive,Mid-Market,1045
2023-09-03,CPU Interactive,Startup,727
2023-09-03,CPU Interactive,Research/Academic,1399
2023-09-04,GPU Training,Enterprise,6977
2023-09-04,GPU Training,Mid-Market,3216
2023-09-04,GPU Training,Startup,1668
2023-09-04,GPU Training,Research/Academic,1721
2023-09-04,GPU Inference,Enterprise,4813
2023-09-04,GPU Inference,Mid-Market,2276
2023-09-04,GPU Inference,Startup,1839
2023-09-04,GPU Inference,Research/Academic,675
2023-09-04,CPU Batch,Enterprise,3464
2023-09-04,CPU Batch,Mid-Market,2035
2023-09-04,CPU Batch,Startup,572
2023-09-04,CPU Batch,Research/Academic,795
2023-09-04,CPU Interactive,Enterprise,2384
2023-09-04,CPU Interactive,Mid-Market,1548
2023-09-04,CPU Interactive,Startup,840
2023-09-04,CPU Interactive,Research/Academic,1491
2023-09-05,GPU Training,Enterprise,13930
2023-09-05,GPU Training,Mid-Market,5415
2023-09-05,GPU Training,Startup,2180
2023-09-05,GPU Training,Research/Academic,3715
2023-09-05,GPU Inference,Enterprise,9425
2023-09-05,GPU Inference,Mid-Market,4690
2023-09-05,GPU Inference,Startup,2605
2023-09-05,GPU Inference,Research/Academic,1486
2023-09-05,CPU Batch,Enterprise,6566
2023-09-05,CPU Batch,Mid-Market,3373
2023-09-05,CPU Batch,Startup,801
2023-09-05,CPU Batch,Research/Academic,1726
2023-09-05,CPU Interactive,Enterprise,4940
2023-09-05,CPU Interactive,Mid-Market,2337
2023-09-05,CPU Interactive,Startup,1395
2023-09-05,CPU Interactive,Research/Academic,2619
2023-09-06,GPU Training,Enterprise,14384
2023-09-06,GPU Training,Mid-Market,4935
2023-09-06,GPU Training,Startup,2021
2023-09-06,GPU Training,Research/Academic,3826
2023-09-06,GPU Inference,Enterprise,10294
2023-09-06,GPU Inference,Mid-Market,5312
2023-09-06,GPU Inference,Startup,2643
2023-09-06,GPU Inference,Research/Academic,1567
2023-09-06,CPU Batch,Enterprise,7000
2023-09-06,CPU Batch,Mid-Market,3448
2023-09-06,CPU Batch,Startup,987
2023-09-06,CPU Batch,Research/Academic,1721
2023-09-06,CPU Interactive,Enterprise,4858
2023-09-06,CPU Interactive,Mid-Market,2370
2023-09-06,CPU Interactive,Startup,1253
2023-09-06,CPU Interactive,Research/Academic,2624
2023-09-07,GPU Training,Enterprise,14911
2023-09-07,GPU Training,Mid-Market,5416
2023-09-07,GPU Training,Startup,2101
2023-09-07,GPU Training,Research/Academic,3761
